cif,sgnum
4500435,14
4500617,14
4500723,14
4501091,2
4501191,61
4501269,15
4501274,14
4501336,15
4501546,4
4501607,18
4501698,187
4501825,2
4502010,14
4502078,2
4502132,14
4502305,61
4502527,14
4502655,15
4502698,14
4502741,14
4502748,14
4502800,2
4502933,2
4502990,14
4502991,14
4503311,13
4503564,2
4503819,14
4504024,14
4504210,167
4504230,14
4504251,14
4504288,4
4504331,2
4504343,15
4504356,19
4504418,2
4504512,2
4504654,14
4504665,14
4504692,2
4504743,88
4504852,15
4504857,147
4504884,14
4504901,4
4505026,14
4505219,19
4505251,4
4505274,14
4505317,14
4505367,14
4505412,14
4505458,29
4505477,14
4505485,14
4505534,14
4505545,9
4505566,12
4505629,2
4505641,14
4505723,2
4505792,14
4505812,14
4506034,14
4506162,2
4506183,14
4506575,14
4506649,14
4506977,15
4507068,2
4507088,14
4507119,15
4507134,19
4507198,2
4507583,14
4507732,56
4507737,13
4507952,14
4508060,2
4508121,2
4508203,14
4508299,14
4508340,14
4508403,2
4508442,14
4508499,2
4508505,14
4508606,15
4508626,15
4508656,14
4508700,14
4508720,2
4508746,14
4508762,14
4508791,2
4508801,2
4508902,13
4508991,15
4509018,14
4509026,15
4509055,2
4509070,14
4509118,15
4509121,13
4509124,14
4509222,14
4509379,14
4509441,14
4509563,2
4509576,2
4509610,15
4509623,15
4509645,4
4509736,14
4509779,14
4509780,5
4509819,2
4509835,14
4509932,14
4509944,2
4509946,14
4509963,14
4509966,5
4510053,14
4510113,9
4510162,14
4510220,14
4510333,14
4510382,4
4510392,2
4510393,2
4510394,14
4510437,19
4510749,2
4510821,14
4510862,14
4510878,1
4510997,2
4511019,14
4511034,2
4511073,14
4511087,15
4511095,2
4511130,4
4511170,2
4511279,4
4511307,15
4511322,14
4511476,12
4511542,2
4511561,2
4511583,2
4511643,19
4511657,15
4511661,15
4511675,62
4511736,15
4511763,15
4511807,14
4511810,14
4511830,2
4511858,14
4511886,2
4511908,2
4511959,15
4511973,13
4512004,2
4512085,15
4512097,2
4512229,5
4512240,2
4512275,14
4512289,14
4512341,2
4512342,2
4512423,14
4512438,62
4512444,14
4512478,2
4512509,14
4512545,2
4512775,2
4512793,2
4512823,19
4512830,40
4512931,15
4512932,2
4512982,2
4512990,2
4513082,14
4513091,4
4513141,15
4513227,14
4513242,19
4513256,14
4513265,2
4513267,2
4513318,14
4513328,2
4513439,19
4513475,14
4513493,10
4513505,14
4513544,14
4513548,14
4513604,2
4513818,14
4513834,11
4513903,14
4513915,29
4513957,14
4513997,61
4514026,2
5000112,19
5000146,29
5000184,19
5000195,14
5000275,4
5000394,2
5000402,2
5000408,2
5000419,4
7000010,62
7000013,2
7000019,2
7000023,15
7000102,56
7000114,14
7000126,14
7000144,19
7000172,2
7000176,14
7000254,2
7000261,33
7000290,2
7000295,14
7000336,4
7000362,62
7000377,15
7000433,2
7000517,15
7000520,2
7000633,2
7000715,2
7000748,14
7000775,15
7000844,14
7000860,2
7000864,15
7000948,14
7000966,2
7000990,2
7001024,2
7001083,2
7001110,4
7001175,14
7001246,19
7001248,4
7001280,2
7001289,60
7001340,14
7001406,14
7001515,1
7001675,14
7001760,2
7001802,14
7001934,61
7002040,2
7002048,29
7002149,14
7002152,2
7002175,2
7002241,14
7002257,14
7002277,15
7002300,14
7002317,19
7002323,61
7002350,2
7002408,14
7002432,14
7002438,14
7002460,2
7002476,2
7002626,14
7002641,4
7002649,14
7002700,2
7002747,2
7002776,2
7002778,15
7002808,2
7002811,2
7002945,14
7002973,2
7003002,2
7003013,61
7003021,2
7003037,2
7003057,19
7003123,2
7003145,2
7003188,14
7003288,2
7003290,2
7003378,14
7003463,14
7003466,14
7003481,2
7003628,4
7003658,14
7003684,2
7003731,14
7003769,14
7003794,60
7003916,14
7003992,62
7004004,56
7004042,14
7004053,14
7004056,2
7004083,14
7004121,2
7004126,4
7004165,19
7004166,15
7004231,14
7004241,33
7004290,2
7004341,14
7004410,2
7004442,2
7004513,2
7004520,14
7004584,14
7004647,14
7004670,57
7004693,14
7004748,14
7004757,2
7004828,14
7004946,14
7005036,14
7005153,15
7005179,2
7005211,62
7005230,2
7005242,2
7005274,14
7005310,14
7005348,14
7005648,33
7005649,14
7005710,19
7005713,33
7005839,14
7005895,29
7005954,9
7005955,14
7006068,2
7006088,2
7006103,19
7006228,14
7006332,2
7006336,2
7006346,33
7006383,2
7006394,14
7006418,2
7006420,14
7006435,2
7006482,14
7006511,14
7006527,14
7006623,2
7006637,19
7006654,19
7006680,15
7006804,14
7006896,4
7006922,2
7007003,14
7007080,2
7007098,14
7007099,14
7007163,14
7007166,2
7007174,2
7007189,9
7007193,19
7007215,2
7007225,14
7007276,2
7007295,2
7007307,15
7007342,5
7007378,15
7007446,14
7007449,15
7007472,2
7007505,2
7007559,2
7007605,14
7007613,14
7007679,14
7007730,2
7007733,14
7007775,14
7007788,19
7007914,14
7007954,2
7007965,60
7007990,14
7008004,2
7008033,14
7008040,14
7008077,19
7008097,19
7008116,14
7008147,33
7008169,14
7008181,14
7008224,14
7008278,29
7008349,14
7008359,2
7008396,2
7008455,14
7008467,14
7008496,14
7008533,2
7008579,2
7008618,14
7008658,2
7008666,2
7008667,2
7008685,14
7008769,1
7008783,2
7008787,29
7008812,33
7008870,14
7008887,56
7008903,14
7009003,15
7009042,2
7009044,19
7009053,14
7009075,2
7009106,14
7009138,14
7009165,2
7009170,15
7009195,14
7009231,61
7009251,14
7009278,14
7009294,14
7009346,15
7009446,14
7009453,14
7009503,2
7009576,4
7009587,14
7009607,4
7009669,19
7009676,56
7009683,14
7009740,2
7009752,14
7009816,2
7009940,2
7010001,14
7010017,2
7010035,14
7010043,14
7010104,2
7010267,15
7010313,15
7010328,2
7010334,2
7010336,14
7010341,2
7010396,62
7010409,2
7010438,14
7010483,2
7010523,2
7010571,2
7010687,14
7010711,14
7010795,14
7010836,2
7011000,14
7011008,2
7011032,33
7011079,14
7011081,19
7011167,5
7011192,2
7011214,2
7011219,14
7011233,4
7011239,2
7011251,14
7011275,14
7011365,74
7011489,14
7011564,14
7011573,14
7011575,14
7011708,60
7011752,14
7011789,2
7011827,2
7011833,4
7011868,2
7011875,2
7011912,14
7011951,2
7011969,14
7012028,14
7012073,14
7012144,2
7012172,14
7012183,14
7012207,61
7012223,2
7012236,19
7012288,14
7012318,2
7012322,15
7012376,14
7012402,14
7012446,12
7012491,2
7012510,2
7012556,19
7012638,14
7012647,18
7012658,15
7012698,33
7012714,2
7012717,14
7012796,2
7012805,1
7012893,2
7012901,14
7013011,11
7013112,2
7013137,14
7013147,2
7013255,33
7013299,14
7013313,15
7013316,14
7013434,2
7013453,4
7013482,2
7013562,2
7013602,2
7013617,2
7013633,2
7013732,60
7013836,62
7013849,2
7013864,2
7013873,2
7013905,2
7013932,15
7014012,4
7014243,2
7014278,14
7014318,14
7014399,15
7014493,14
7014571,14
7014575,14
7014732,146
7014738,2
7014740,14
7014886,5
7014910,15
7014932,29
7015044,46
7015084,14
7015088,14
7015097,2
7015166,2
7015232,2
7015235,2
7015236,2
7015263,2
7015287,2
7015345,14
7015385,14
7015407,4
7015415,14
7015602,2
7015629,2
7015669,14
7015676,14
7015714,15
7015785,19
7016038,2
7016079,11
7016083,33
7016099,2
7016116,14
7016129,19
7016174,7
7016195,15
7016219,14
7016252,2
7016267,2
7016294,14
7016310,14
7016324,14
7016336,36
7016407,2
7016480,14
7016493,198
7016590,14
7016633,14
7016797,14
7016878,14
7016915,61
7016983,14
7017005,2
7017038,2
7017135,7
7017150,2
7017153,15
7017187,2
7017365,2
7017404,2
7017451,62
7017461,65
7017506,2
7017508,2
7017512,2
7017530,14
7017576,14
7017601,2
7017605,14
7017638,14
7017659,14
7017692,14
7017728,14
7017732,2
7017845,9
7017846,2
7017853,2
7017856,4
7017877,2
7017893,2
7017944,19
7018001,2
7018020,61
7018078,14
7018120,9
7018139,2
7018151,61
7018157,2
7018161,14
7018318,9
7018327,2
7018362,4
7018413,4
7018414,60
7018470,2
7018543,14
7018553,14
7018594,14
7018643,2
7018791,19
7018824,14
7018831,15
7018837,33
7018868,4
7018885,2
7018914,61
7018936,19
7018970,14
7019044,2
7019056,15
7019059,14
7019097,14
7019140,2
7019361,19
7019451,14
7019534,14
7019552,29
7019610,14
7019612,14
7019622,2
7019623,2
7019688,2
7019697,15
7019710,4
7019716,2
7019758,14
7019768,14
7019792,59
7019849,14
7019880,2
7019938,14
7019939,33
7020056,4
7020064,2
7020077,14
7020118,5
7020119,5
7020144,14
7020153,2
7020183,61
7020221,14
7020247,5
7020249,14
7020278,61
7020332,14
7020402,14
7020470,14
7020507,14
7020575,2
7020614,14
7020643,2
7020647,15
7020723,2
7020763,14
7020970,2
7020997,14
7021022,2
7021155,2
7021192,14
7021212,14
7021262,14
7021269,2
7021273,15
7021277,19
7021285,14
7021437,14
7021441,14
7021495,15
7021516,14
7021544,33
7021668,2
7021684,2
7021775,15
7021779,2
7021819,19
7021822,14
7021855,2
7021865,2
7021930,18
7021944,15
7022124,2
7022150,15
7022151,11
7022167,14
7022182,2
7022185,14
7022194,2
7022202,14
7022208,18
7022267,14
7022380,14
7022419,14
7022503,2
7022504,2
7022628,2
7022724,2
7022858,14
7022872,178
7022915,2
7022925,14
7022992,2
7023018,5
7023019,14
7023040,2
7023099,33
7023103,14
7023112,2
7023115,14
7023263,61
7023287,14
7023311,14
7023448,14
7023514,14
7023518,2
7023525,2
7023536,2
7023680,14
7023702,63
7023731,14
7023810,2
7023841,2
7023879,14
7023909,19
7023945,29
7024076,9
7024163,2
7024196,14
7024231,14
7024245,14
7024258,14
7024265,14
7024398,2
7024455,2
7024477,13
7024564,2
7024569,2
7024581,2
7024595,2
7024642,14
7024657,2
7024704,15
7024743,2
7024813,14
7024849,2
7024889,2
7024936,14
7024955,4
7024983,5
7025048,2
7025146,15
7025195,14
7025204,2
7025213,2
7025243,19
7025265,15
7025327,14
7025375,2
7025413,14
7025675,19
7025704,2
7025707,14
7025832,14
7025968,2
7026063,36
7026119,2
7026125,29
7026206,14
7026229,62
7026254,9
7026257,9
7026283,14
7026307,2
7026363,2
7026382,14
7026563,14
7026584,2
7026638,15
7026663,14
7026736,14
7026751,14
7026779,14
7026843,2
7026862,15
7026867,14
7026934,2
7027030,13
7027036,14
7027046,14
7027053,2
7027117,14
7027145,14
7027285,15
7027291,2
7027299,19
7027336,19
7027340,11
7027389,4
7027504,2
7027556,14
7027667,2
7027713,2
7027787,61
7027806,11
7027819,5
7027878,14
7027902,2
7028448,14
7028460,4
7028490,2
7028539,61
7028542,2
7028549,14
7028565,2
7028571,2
7028576,34
7028587,2
7028609,14
7028636,14
7028679,14
7028722,2
7028790,2
7028808,2
7028848,15
7028882,2
7028894,14
7028942,62
7029017,2
7029032,14
7029049,56
7029061,18
7029071,19
7029090,2
7029117,14
7029294,19
7029413,2
7029425,4
7029462,13
7029490,62
7029521,2
7029549,15
7029579,14
7029590,2
7029603,4
7029609,4
7029622,14
7029673,2
7029906,2
7029932,57
7029994,2
7030068,15
7030180,14
7030187,2
7030282,14
7030366,4
7030489,14
7030519,2
7030602,2
7030629,14
7030663,2
7030693,14
7030726,2
7030729,2
7030843,19
7030849,2
7030871,14
7030883,14
7031098,14
7031104,2
7031134,2
7031155,14
7031202,2
7031229,14
7031255,2
7031276,2
7031299,14
7031366,14
7031386,14
7031392,14
7031419,14
7031467,2
7031475,2
7031527,14
7031675,60
7031732,2
7031820,14
7031837,14
7031853,14
7031882,2
7031937,14
7031965,14
7031988,12
7032008,14
7032027,14
7032056,14
7032067,2
7032086,2
7032089,14
7032106,15
7032115,14
7032141,14
7032169,2
7032273,14
7032317,2
7032408,19
7032427,2
7032431,2
7032531,14
7032568,2
7032574,14
7032604,2
7032650,2
7032804,14
7032813,2
7032847,2
7032850,14
7032866,14
7032911,2
7033068,19
7033077,14
7033152,14
7033238,19
7033247,2
7033250,14
7033257,14
7033266,14
7033302,61
7033315,2
7033320,2
7033376,61
7033385,14
7033394,15
7033459,14
7033469,7
7033540,14
7033551,4
7033618,14
7033671,2
7033697,2
7033776,2
7033781,14
7033783,86
7033907,2
7034062,14
7034069,2
7034164,2
7034287,15
7034292,14
7034327,29
7034355,2
7034358,2
7034359,15
7034413,2
7034429,163
7034474,2
7034482,2
7034491,2
7034521,14
7034536,14
7034556,2
7034615,14
7034660,4
7034674,14
7034722,2
7034751,14
7034849,14
7034850,14
7034868,14
7034934,2
7034936,2
7034958,15
7034969,14
7035124,14
7035170,2
7035207,14
7035298,14
7035305,14
7035619,2
7035707,2
7035720,14
7035774,2
7035801,14
7035899,2
7036049,2
7036111,14
7036184,14
7036193,33
7036212,19
7036292,15
7036331,18
7036415,2
7036449,14
7036510,61
7036564,61
7036591,1
7036633,14
7036744,14
7036783,14
7036832,13
7036850,14
7036862,2
7036871,61
7036902,14
7036918,19
7036953,2
7036974,14
7037004,2
7037011,61
7037032,2
7037056,14
7037090,14
7037095,13
7037148,14
7037151,14
7037233,2
7037258,4
7037329,2
7037331,14
7037355,2
7037385,14
7037460,14
7037510,2
7037571,14
7037606,14
7037672,2
7037698,14
7037749,14
7037779,2
7037850,52
7037865,33
7037903,2
7037935,19
7037946,19
7037959,14
7037972,2
7038085,2
7038104,14
7038259,19
7038297,9
7038315,14
7038366,14
7038385,2
7038410,60
7038411,61
7038514,2
7038646,123
7038656,65
7038715,14
7038725,2
7038732,176
7038790,14
7038832,11
7038868,14
7038869,14
7038880,2
7038885,14
7038899,14
7038970,2
7039047,14
7039262,61
7039264,14
7039266,14
7039312,14
7039330,14
7039366,4
7039395,14
7039474,15
7039495,2
7039524,2
7039572,14
7039587,14
7039622,2
7039658,15
7039688,2
7039729,2
7039759,2
7039819,2
7039968,2
7039996,14
7040168,2
7040180,2
7040286,2
7040305,2
7040325,14
7040463,14
7040632,2
7040645,2
7040770,14
7040830,14
7040883,2
7040934,2
7040935,15
7040973,14
7041029,2
7041045,13
7041107,14
7041142,52
7041143,52
7041191,14
7041313,14
7041353,14
7041373,56
7041377,14
7041407,2
7041413,14
7041421,14
7041472,14
7041519,2
7041554,2
7041680,2
7041684,2
7041738,62
7041760,62
7041771,15
7041939,14
7042000,14
7042059,2
7050008,2
7050065,14
7050073,14
7050112,2
7050145,2
7050216,2
7050277,14
7050285,2
7050354,61
7050360,60
7050442,33
7050444,61
7050518,14
7050533,14
7050575,14
7050605,14
7050624,2
7050655,14
7050737,2
7050747,15
7050752,15
7050833,14
7050836,14
7050890,2
7050928,14
7050996,15
7050999,14
7051004,15
7051030,14
7051034,2
7051052,2
7051150,4
7051245,2
7051247,61
7051278,14
7051282,2
7051320,14
7051379,2
7051388,2
7051392,13
7051535,4
7051562,19
7051564,15
7051589,19
7051612,2
7051614,2
7051709,14
7051736,1
7051783,2
7051827,2
7051872,2
7051873,2
7051916,15
7051930,58
7051959,14
7051977,4
7052032,2
7052039,14
7052094,14
7052150,14
7052160,14
7052195,2
7052201,19
7052234,2
7052247,14
7052265,14
7052326,14
7052377,2
7052427,2
7052436,2
7052506,2
7052508,61
7052520,11
7052521,11
7052530,14
7052532,14
7052585,2
7052614,2
7052624,2
7052636,14
7052762,2
7052838,2
7052897,14
7052900,2
7052975,14
7053013,14
7053021,15
7053025,14
7053031,14
7053086,15
7053093,14
7053108,2
7053155,2
7053162,14
7053187,14
7053292,2
7053316,36
7053394,14
7053428,14
7053442,14
7053446,14
7053495,14
7053523,14
7053532,2
7053535,14
7053541,14
7053661,15
7053735,4
7053754,18
7053763,14
7053765,5
7053779,15
7053875,14
7053893,2
7053899,2
7053935,2
7053947,2
7054058,14
7054178,14
7054187,2
7054224,15
7054232,14
7054287,2
7054293,19
7054303,2
7054317,14
7054321,14
7054528,14
7054566,14
7054682,2
7054725,2
7054731,2
7054816,2
7054819,2
7054962,14
7054963,13
7055068,14
7055078,15
7055100,2
7055281,14
7055320,14
7055401,15
7055491,14
7055533,4
7055534,14
7055539,14
7055562,2
7055579,14
7055647,14
7055657,11
7055671,2
7055684,2
7055743,19
7055744,85
7055751,14
7055758,19
7055775,2
7055800,2
7055841,4
7055863,2
7055909,14
7055920,2
7055975,14
7100034,2
7100066,2
7100089,15
7100117,14
7100120,2
7100142,2
7100144,9
7100163,19
7100171,15
7100189,2
7100208,15
7100383,2
7100402,2
7100461,2
7100471,2
7100508,15
7100573,2
7100653,2
7100692,14
7100693,2
7100708,14
7100747,14
7100780,19
7100864,2
7100886,2
7100917,2
7100919,2
7100969,1
7101005,2
7101044,2
7101060,2
7101123,14
7101142,14
7101145,2
7101174,14
7101216,1
7101238,14
7101251,14
7101291,2
7101321,14
7101334,14
7101363,2
7101419,14
7101514,19
7101530,2
7101532,19
7101552,18
7101600,14
7101624,2
7101695,2
7101701,14
7101702,4
7101732,2
7101744,15
7101763,14
7101765,14
7101814,12
7101895,14
7101899,2
7101921,4
7101923,19
7101961,60
7101978,2
7102012,15
7102078,2
7102079,15
7102110,7
7102255,5
7102276,2
7102335,2
7102339,12
7102368,2
7102474,14
7102507,4
7102558,61
7102636,19
7102803,4
7102823,2
7102838,15
7102871,2
7102888,2
7102960,14
7102981,2
7102991,2
7103067,61
7103072,2
7103085,2
7103099,61
7103178,2
7103196,14
7103229,14
7103243,14
7103250,14
7103252,2
7103289,4
7103290,2
7103309,14
7103351,2
7103366,2
7103393,2
7103427,15
7103431,14
7103490,2
7103508,2
7103565,4
7103585,14
7103636,2
7103709,62
7103766,14
7103802,2
7103921,2
7104064,23
7104072,14
7104092,14
7104262,14
7104381,2
7104393,14
7104470,2
7104487,14
7104507,15
7104522,61
7104533,14
7104579,18
7104599,14
7104756,14
7104809,14
7104815,14
7104942,2
7105054,2
7105061,14
7105129,2
7105152,2
7105159,14
7105161,61
7105189,29
7105262,14
7105279,14
7105316,14
7105335,61
7105349,2
7105366,33
7105372,2
7105454,14
7105559,14
7105605,2
7105823,2
7105835,14
7105842,14
7105906,2
7105931,14
7106019,4
7106072,14
7106208,14
7106246,133
7106284,14
7106301,14
7106318,14
7106330,14
7106367,14
7106368,14
7106369,15
7106419,19
7106473,14
7106486,14
7106540,2
7106577,19
7106578,2
7106609,14
7106745,62
7106791,7
7106844,14
7106846,2
7106872,2
7106917,19
7107125,14
7107210,4
7107355,14
7107377,2
7107444,14
7107506,19
7107515,19
7107547,15
7107629,14
7107652,14
7107654,14
7107676,14
7107686,14
7107707,14
7107738,14
7107744,4
7107768,14
7107774,2
7107784,62
7107806,19
7107841,2
7107842,2
7107938,19
7107964,19
7108079,2
7108138,2
7108201,13
7108259,14
7108267,63
7108321,4
7108341,14
7108393,14
7108446,2
7108450,2
7108483,13
7108526,19
7108537,2
7108562,2
7108607,2
7108612,14
7108633,2
7108643,14
7108666,14
7108851,2
7108896,5
7108907,2
7108928,18
7108939,2
7109002,2
7109028,2
7109045,14
7109093,14
7109112,19
7109133,14
7109148,14
7109163,2
7109188,14
7109206,9
7109446,2
7109466,2
7109522,2
7109545,12
7109549,2
7109605,2
7109620,2
7109784,2
7109821,2
7109868,18
7109897,2
7109912,15
7109916,14
7109943,2
7109953,1
7110028,50
7110218,2
7110226,14
7110247,2
7110296,2
7110324,14
7110359,2
7110409,61
7110432,2
7110451,14
7110457,14
7110478,62
7110498,29
7110597,9
7110674,2
7110715,2
7110736,2
7110748,2
7110749,1
7110766,2
7110868,14
7110971,14
7111025,4
7111134,19
7111163,14
7111179,2
7111255,19
7111257,19
7111268,14
7111328,2
7111353,2
7111476,14
7111528,4
7111543,7
7111589,2
7111610,40
7111629,2
7111648,14
7111758,2
7111874,19
7111917,2
7111956,14
7112180,2
7112206,2
7112221,61
7112226,14
7112244,19
7112380,2
7112455,2
7112457,4
7112479,2
7112486,19
7112508,14
7112622,61
7112639,14
7112641,14
7112685,4
7112716,14
7112822,4
7112903,14
7112939,2
7113150,2
7113235,2
7113269,2
7113280,4
7113285,29
7113290,2
7113319,14
7113348,2
7113349,12
7113397,2
7113401,5
7113429,19
7113432,4
7113434,19
7113646,12
7113706,14
7113730,62
7113794,94
7113811,19
7113892,14
7113901,13
7113933,2
7113934,9
7113996,9
7114014,19
7114026,19
7114027,4
7114032,2
7114072,40
7114092,14
7114101,7
7114159,2
7114226,14
7114244,9
7114337,19
7114413,2
7114554,2
7114570,2
7114596,9
7114609,61
7114619,19
7114649,2
7114670,14
7114748,2
7114831,14
7114841,43
7114882,14
7114885,14
7114938,1
7114952,2
7114959,14
7114961,14
7115023,2
7115119,2
7115167,2
7115174,4
7115308,19
7115345,9
7115607,14
7115630,2
7115742,2
7115749,2
7115764,14
7115766,2
7115768,2
7115810,14
7115811,2
7115825,2
7115831,14
7115854,2
7115940,19
7116051,14
7116156,14
7116163,2
7116167,14
7116208,14
7116219,2
7116231,15
7116260,63
7116317,2
7116326,76
7116346,14
7116364,14
7116508,14
7116621,2
7116628,2
7116711,14
7116721,19
7116724,23
7116731,2
7116753,14
7116755,15
7116757,61
7116814,19
7116847,13
7116872,2
7116889,14
7117006,2
7117051,14
7117100,19
7117250,14
7117300,9
7117323,14
7117342,14
7117401,4
7117404,19
7117513,2
7117536,14
7117539,15
7117554,19
7117565,2
7117609,14
7117746,14
7117747,14
7117796,14
7117812,198
7117859,23
7117907,2
7117994,2
7118000,14
7118100,2
7118114,19
7118170,19
7118184,15
7118202,2
7118207,14
7118228,19
7118232,5
7118320,2
7118352,14
7118369,29
7118422,14
7118480,19
7118505,173
7118533,19
7118535,33
7118582,14
7118647,13
7118805,14
7118903,2
7118912,2
7118940,14
7118947,2
7119039,19
7119064,14
7119103,19
7119124,14
7119137,2
7119229,14
7119230,14
7119365,14
7119405,5
7119412,2
7119419,2
7119432,2
7119438,2
7119506,1
7119562,14
7119565,2
7119582,14
7119664,14
7150175,19
7150198,14
7150304,19
7150312,14
7150318,2
7150352,4
7150358,1
7150360,2
7150436,19
7150464,2
7150540,14
7150565,4
7150580,5
7150587,14
7150596,14
7150610,15
7150745,2
7150770,2
7150776,2
7150810,2
7150842,4
7150853,14
7150861,2
7150896,4
7150976,19
7151017,2
7151098,14
7151113,19
7151128,4
7151138,2
7151158,14
7151275,4
7151289,14
7151290,2
7151301,4
7151412,19
7151523,2
7151634,4
7151676,14
7151763,14
7151769,14
7151788,14
7151790,2
7151796,14
7151827,14
7151831,2
7151887,14
7151891,19
7151954,14
7151956,2
7152055,19
7152071,14
7152082,33
7152175,29
7152212,19
7152327,19
7152343,19
7152426,19
7152433,2
7152440,19
7152446,19
7152672,14
7152683,14
7152707,14
7152717,2
7152748,2
7152757,2
7152759,2
7152762,2
7152779,14
7152833,19
7152873,19
7152878,20
7152998,15
7153004,19
7153022,14
7153088,2
7153106,18
7153118,15
7153126,4
7153141,5
7153168,2
7153210,19
7153240,5
7153268,14
7153400,56
7153422,14
7153448,14
7153457,14
7153460,19
7153523,14
7153653,2
7153695,19
7153705,14
7153754,2
7153759,4
7153770,14
7153787,14
7153804,9
7153830,14
7153887,19
7153893,14
7153903,14
7153908,14
7153916,4
7154074,14
7154173,14
7154180,19
7154213,14
7154264,4
7154325,4
7154327,4
7154335,14
7154500,14
7154533,2
7154537,14
7154546,2
7154557,19
7154628,14
7154704,61
7154725,19
7154736,33
7154815,19
7154860,14
7154925,19
7154932,14
7154936,19
7154941,1
7155021,14
7155046,4
7155093,14
7155117,2
7155119,2
7155146,4
7155172,14
7155205,2
7155266,61
7155308,19
7155314,14
7155355,2
7155390,14
7155404,14
7155406,14
7155476,2
7155479,4
7200038,14
7200087,14
7200093,19
7200109,19
7200199,2
7200200,14
7200219,61
7200223,14
7200251,15
7200254,2
7200269,2
7200284,54
7200310,5
7200328,14
7200366,14
7200384,2
7200417,14
7200431,14
7200441,2
7200476,14
7200488,15
7200533,14
7200555,14
7200581,4
7200619,2
7200626,61
7200633,36
7200730,2
7200760,14
7200780,15
7200801,14
7200909,14
7200947,2
7201011,2
7201031,43
7201046,2
7201068,14
7201121,2
7201132,2
7201183,2
7201189,2
7201267,14
7201268,2
7201306,2
7201331,14
7201460,19
7201494,136
7201549,14
7201608,9
7201631,2
7201725,14
7201727,2
7201742,19
7201789,19
7201805,2
7201902,15
7201909,60
7201931,14
7201943,61
7201960,29
7201983,13
7201992,2
7202024,15
7202078,21
7202138,15
7202147,14
7202161,63
7202194,62
7202262,60
7202333,14
7202337,14
7202480,14
7202502,2
7202583,14
7202607,62
7202619,14
7202628,2
7202653,15
7202737,19
7202759,15
7202764,13
7202794,29
7202835,14
7202874,2
7202876,2
7202927,2
7202938,14
7202944,61
7203013,2
7203063,2
7203089,4
7203176,14
7203197,60
7203253,4
7203259,2
7203284,14
7203289,15
7203354,4
7203373,14
7203449,2
7203455,44
7203488,14
7203498,19
7203609,4
7203634,60
7203655,14
7203692,2
7203701,15
7203709,2
7203710,2
7203732,19
7203789,33
7203833,14
7203857,19
7203865,4
7203925,20
7203931,19
7203971,14
7204007,15
7204051,2
7204062,2
7204131,14
7204149,29
7204163,2
7204234,19
7204276,161
7204409,14
7204463,33
7204467,14
7204475,2
7204536,62
7204563,14
7204576,14
7204593,2
7204624,15
7204653,29
7204692,2
7204737,14
7204887,2
7204888,14
7204941,2
7204985,14
7205162,2
7205173,61
7205222,15
7205230,14
7205339,2
7205366,60
7205418,2
7205420,2
7205474,2
7205505,14
7205545,2
7205632,1
7205663,1
7205856,19
7205909,14
7205933,7
7205940,33
7205975,14
7206033,19
7206045,2
7206064,15
7206123,2
7206194,14
7206204,11
7206219,2
7206312,14
7206366,15
7206406,2
7206511,12
7206586,14
7206598,14
7206625,13
7206649,2
7206690,2
7206707,15
7206734,2
7206782,14
7206795,14
7206796,2
7206807,14
7206808,2
7206927,14
7206966,14
7206978,19
7207010,15
7207060,15
7207101,14
7207113,14
7207151,14
7207168,2
7207207,13
7207404,2
7207418,2
7207435,2
7207448,2
7207528,2
7207575,2
7207586,155
7207664,14
7207693,14
7207696,14
7207704,2
7207779,14
7207927,14
7207951,19
7207983,14
7208013,152
7208051,2
7208273,14
7208297,2
7208338,14
7208343,14
7208396,14
7208443,2
7208490,14
7208598,14
7208685,2
7208705,14
7208760,11
7208769,14
7208879,2
7208885,2
7208886,14
7208919,14
7208955,2
7208998,14
7209007,12
7209009,12
7209107,2
7209119,9
7209131,14
7209174,2
7209541,14
7209559,14
7209592,2
7209595,2
7209664,14
7209667,14
7209712,15
7209715,14
7209731,15
7209742,221
7209744,2
7209770,14
7209796,14
7209809,14
7209826,14
7209872,14
7209880,14
7210033,15
7210084,2
7210097,2
7210138,14
7210169,14
7210172,14
7210205,2
7210216,2
7210290,2
7210293,14
7210362,2
7210363,2
7210386,2
7210393,2
7210429,15
7210434,2
7210490,1
7210687,14
7210730,14
7210738,2
7210827,14
7210828,14
7210848,15
7210969,15
7210974,15
7211009,14
7211049,14
7211105,2
7211206,2
7211235,2
7211315,14
7211340,2
7211344,2
7211394,2
7211400,2
7211401,2
7211550,2
7211586,14
7211593,2
7211658,14
7211682,2
7211738,9
7211764,14
7211782,14
7211791,15
7211866,2
7211883,13
7211912,14
7211935,2
7212012,5
7212067,2
7212086,2
7212094,14
7212129,12
7212145,2
7212168,1
7212199,14
7212291,14
7212341,14
7212416,2
7212438,9
7212611,14
7212615,165
7212634,14
7212699,2
7212718,14
7212737,2
7212744,2
7212757,14
7212806,15
7212814,2
7212877,30
7212880,12
7212901,14
7212925,2
7212962,2
7212988,2
7213029,14
7213095,2
7213142,14
7213190,2
7213207,14
7213246,61
7213260,14
7213291,14
7213337,19
7213354,14
7213355,4
7213396,2
7213411,14
7213441,9
7213474,4
7213513,2
7213516,14
7213518,19
7213610,14
7213676,2
7213836,2
7213858,14
7213911,2
7213930,2
7214020,15
7214075,9
7214116,14
7214131,2
7214186,14
7214295,4
7214331,2
7214344,15
7214345,14
7214578,2
